C3M	4	7	176.7394761	0.06225	0.194624652	1000	0.2	-0.001	2.25	1	0	0	0.0016	0.0032	0.008	0.0187	0.112	0.33333	3.05 	0.07
C3H	8	50	188.2357948	0.04095	0.27719249	1000	0.2	-0.001	2.25	1	0	0	0.0012	0.0024	0.006	0.014	0.090833333	0.33333	3.05 	0.07
PC1	1	50	12.30314961	0.075	0.090909091	1000	0.2	-0.001	2	1	0	0	0.0032	0.0051	0.0128	0.035	0.35	0.33333	4.57 	0.07
PC2L	1	3	73.81889764	0.075	0.090909091	1000	0.2	-0.001	2	1	0	0	0.0032	0.0051	0.0128	0.035	0.175	0.33333	3.05 	0.07
PC2M	4	7	176.7394761	0.06225	0.144578313	1000	0.2	-0.001	2	1	0	0	0.0021	0.0034	0.0086	0.0233	0.112	0.33333	3.05 	0.07
PC2H	8	50	188.2357948	0.04095	0.204835431	1000	0.2	-0.001	2	1	0	0	0.0016	0.0026	0.0064	0.0175	0.090833333	0.33333	3.05 	0.07
RM1L	1	3	73.63435039	0.09975	0.091592618	1000	0.2	-0.001	2	1	0	0	0.0032	0.0051	0.0128	0.035	0.175	0.33333	3.05 	0.1
RM1M	4	50	175.5835208	0.08325	0.144628099	1000	0.2	-0.001	2	1	0	0	0.0021	0.0034	0.0086	0.0233	0.112	0.33333	3.05 	0.1
RM2L	1	3	73.63435039	0.09975	0.091592618	1000	0.2	-0.001	2	1	0	0	0.0032	0.0051	0.0128	0.035	0.175	0.33333	3.05 	0.1
RM2M	4	7	175.5835208	0.08325	0.144628099	1000	0.2	-0.001	2	1	0	0	0.0021	0.0034	0.0086	0.0233	0.112	0.33333	3.05 	0.1
RM2H	8	50	191.772457	0.05525	0.197647059	1000	0.2	-0.001	2	1	0	0	0.0016	0.0026	0.0064	0.0175	0.090833333	0.33333	3.05 	0.1
URML	1	2	12.30314961	0.1	0.111111111	1000	0.2	-0.001	2	1	0	0	0.0024	0.0048	0.012	0.028	0.35	0.33333	4.57 	0.1
URMM	3	50	81.93897638	0.08325	0.175324675	1000	0.2	-0.001	2	1	0	0	0.0016	0.0032	0.008	0.0187	0.166666667	0.33333	3.56 	0.1
MH	1	50	32.80839895	0.15	0.090909091	1000	0.4	-0.001	2	1	0	0	0.0032	0.0064	0.0192	0.056	0.35	0.33333	3.05 	0.05
